word,valence,arousal,dominance,concreteness,SUBTLEX,aoa
appalled,3.62,4.91,4.11,2.19,59.0,11.53
appalling,2.95,5.5,4.55,2.03,99.0,12.21
apparatus,5.5,4.0,5.14,3.78,77.0,10.9
apparel,5.38,4.3,6.19,4.6,35.0,10.8
apparent,4.96,3.19,6.4,1.73,215.0,10.25
apparition,4.85,4.82,4.38,2.46,39.0,11.94
appeal,6.3,3.57,5.36,1.73,663.0,10.21
appear,5.25,3.24,5.36,3.13,1192.0,6.67
appearance,6.14,4.57,5.9,2.57,591.0,8.83
appease,5.95,3.55,5.59,1.93,25.0,11.78
appendage,4.23,4.35,5.32,4.26,21.0,11.58
appendectomy,2.95,6.14,3.59,4.42,33.0,11.93
appendicitis,1.86,5.12,2.71,3.48,48.0,12.0
appendix,4.81,2.92,4.25,4.25,133.0,10.56
appetite,6.23,5.37,5.57,2.74,456.0,8.83
appetizer,7.29,4.52,6.36,4.71,61.0,9.06
appetizing,7.0,4.82,6.18,2.1,32.0,10.74
applaud,6.7,5.05,5.91,3.8,109.0,7.1
applause,7.12,5.38,6.56,4.29,576.0,6.2
apple,6.62,3.52,6.44,5.0,1207.0,4.15
apple juice,7.3,3.2,6.0,4.86,0.0,
applejack,5.79,3.8,5.74,,,7.41
applesauce,6.9,2.78,6.39,4.96,30.0,4.32
appliance,5.15,2.84,5.0,4.57,41.0,8.78
applicant,4.91,3.96,5.08,4.0,31.0,11.78
application,5.05,4.52,4.3,3.4,510.0,9.39
apply,5.16,3.24,6.2,2.5,638.0,9.21
appoint,5.95,4.25,5.65,2.24,104.0,10.29
appointment,4.43,4.8,6.68,3.0,1559.0,7.53
appraisal,5.09,4.09,5.65,3.11,39.0,12.94
appreciate,7.33,3.1,7.0,2.23,4373.0,8.8
appreciation,7.3,4.68,6.63,1.63,261.0,8.5
appreciative,7.14,4.35,6.9,1.93,41.0,9.94
apprehend,4.14,5.13,4.48,2.82,73.0,11.47
apprehension,4.15,4.23,5.07,1.68,39.0,11.25
apprehensive,3.32,4.77,4.64,1.97,28.0,11.45
apprentice,5.95,3.59,5.05,3.67,99.0,10.58
approach,5.45,4.48,6.03,2.74,1070.0,8.5
appropriate,6.1,4.04,5.0,2.0,657.0,9.16
approval,6.75,3.52,6.63,2.33,428.0,7.95
approve,7.0,4.09,7.26,1.85,580.0,7.89
approximate,5.26,3.82,4.95,2.03,64.0,10.7
apricot,5.95,4.29,5.94,4.97,32.0,6.15
apron,5.8,2.9,5.28,4.87,136.0,6.75
apt,5.64,4.05,5.95,1.78,89.0,12.5
aptitude,5.95,4.55,5.45,1.54,55.0,12.39
aqua,6.5,3.6,4.82,3.66,70.0,
aquamarine,6.4,3.9,4.95,4.43,23.0,9.94
aquarium,6.43,4.3,6.14,4.77,141.0,6.84
aquatic,6.8,3.58,4.53,3.44,28.0,9.44
arbitrary,4.15,4.55,4.77,1.62,52.0,14.06
arbitration,4.09,4.41,4.19,2.0,23.0,14.25
arcade,6.45,6.1,6.81,4.74,111.0,7.79
arcane,5.25,3.61,5.55,,,14.93
arch,5.8,3.15,5.45,4.59,188.0,8.26
archaeological,6.05,4.52,5.18,2.67,48.0,9.44
archaeologist,5.42,4.14,5.17,4.45,57.0,9.68
archaeology,6.1,3.86,5.26,3.08,39.0,10.0
archaic,4.5,4.38,4.62,2.23,35.0,14.5
archangel,7.27,4.19,4.79,2.93,22.0,11.53
archbishop,4.71,3.78,4.73,4.14,188.0,10.45
archdiocese,3.95,3.41,4.04,,,11.94
archduke,4.15,3.56,5.73,3.93,46.0,11.59
archery,5.25,4.39,5.73,3.93,40.0,9.06
architect,6.21,3.25,6.05,3.74,334.0,10.12
architectural,6.32,4.05,5.18,3.14,65.0,12.25
architecture,6.05,4.39,5.67,3.59,162.0,10.06
archive,4.81,4.18,5.24,3.58,67.0,12.95
arctic,4.45,3.88,5.0,3.0,100.0,7.79
ardent,4.95,4.62,5.32,1.64,30.0,13.27
area,5.56,2.19,5.06,3.72,3821.0,6.58
arena,5.75,4.23,6.04,4.83,185.0,9.57
argue,3.15,6.67,4.77,2.75,1007.0,4.61
argument,2.62,5.22,5.65,2.85,867.0,7.55
argumentative,3.2,5.61,4.0,2.36,38.0,11.5
arise,6.17,4.76,5.87,3.17,151.0,6.89
aristocracy,5.21,4.15,5.08,2.97,32.0,11.0
aristocrat,4.28,3.6,4.94,3.76,69.0,11.88
aristocratic,5.79,3.18,4.43,2.42,37.0,12.06
arithmetic,4.95,4.0,5.54,2.74,78.0,7.16
ark,6.15,3.52,5.88,4.67,199.0,7.17
arm,5.44,3.44,6.02,4.96,3336.0,3.26
armada,4.6,3.29,5.6,4.04,55.0,13.53
armament,5.05,4.65,5.37,,,13.73
armchair,5.67,2.75,5.79,5.0,21.0,6.56
armed,4.11,6.3,5.68,3.6,1164.0,8.72
armor,6.1,3.29,6.3,4.76,372.0,7.17
armored,5.67,3.52,5.7,3.59,166.0,9.5
armory,5.25,4.48,5.74,4.36,95.0,11.0
armpit,4.1,3.57,5.24,4.8,64.0,6.0
army,4.65,4.49,4.65,4.7,4370.0,7.15
aroma,7.65,4.35,6.06,3.67,69.0,9.47
arouse,6.67,6.21,6.1,2.85,62.0,12.63
aroused,5.95,7.3,5.58,,,
arraignment,3.91,4.6,5.33,2.58,71.0,16.44
arrange,5.15,3.57,6.71,2.79,791.0,8.28
arrangement,5.71,3.0,5.5,2.3,482.0,9.89
array,5.9,3.71,5.62,2.54,108.0,10.79
arrest,2.33,6.86,3.11,3.93,3037.0,7.47
arrhythmia,3.86,4.95,4.25,2.96,24.0,16.27
arrival,6.67,3.6,6.53,3.07,422.0,8.06
arrive,6.41,5.0,6.84,3.22,953.0,6.26
arrogance,2.55,4.65,5.0,1.74,144.0,11.72
arrogant,2.52,5.15,4.64,2.07,266.0,9.95
arrow,5.24,3.91,5.53,4.97,400.0,6.07
arsenal,4.45,5.48,5.25,3.86,102.0,11.79
arsenic,3.0,4.7,3.46,4.29,63.0,11.83
arson,2.26,5.41,3.78,3.66,153.0,11.2
arsonist,2.5,6.95,3.42,3.96,52.0,11.45
art,6.85,4.48,6.02,4.17,3611.0,6.21
arterial,3.95,3.39,4.12,,,14.5
artery,4.29,4.09,4.78,4.48,271.0,13.06
arthritis,2.32,4.27,2.63,3.5,99.0,11.67
artichoke,5.3,3.5,5.48,4.63,28.0,10.0
article,5.68,3.5,5.68,4.33,998.0,8.61
articulate,6.55,4.27,6.89,2.2,85.0,13.0
artifact,6.2,4.95,5.73,4.5,56.0,10.33
artificial,3.86,4.17,4.55,2.93,246.0,10.16
artillery,4.1,4.56,4.64,4.31,280.0,10.68
artist,6.76,4.1,6.95,4.24,1460.0,6.78
artiste,6.33,3.0,5.35,,,12.29
artistic,7.0,5.0,6.86,2.14,251.0,9.17
artistry,6.91,4.71,7.43,2.0,24.0,10.58
artwork,6.76,4.18,6.33,4.42,78.0,7.32
arty,6.55,5.53,5.48,,,9.57
asbestos,2.24,4.38,3.05,4.52,66.0,13.95
ascend,6.19,4.13,5.58,2.66,47.0,10.67
ascendant,5.29,3.23,5.78,2.24,34.0,13.69
ascending,5.14,3.73,5.55,2.66,35.0,10.84
ascension,5.77,5.36,5.45,2.37,44.0,12.71
ascertain,5.3,3.17,6.29,2.11,49.0,12.68
ashamed,2.52,5.65,4.63,1.74,1396.0,7.11
ashtray,3.52,3.48,5.56,4.97,166.0,5.95
asinine,5.05,4.63,4.81,1.67,49.0,12.71
ask,5.95,3.48,6.29,2.52,24640.0,2.89
asleep,6.5,2.0,4.33,3.71,2541.0,4.47
asparagus,5.43,2.73,5.67,4.96,50.0,6.79
aspect,4.89,3.39,4.76,1.82,197.0,10.35
aspen,6.57,4.11,5.5,4.59,96.0,10.04
asphalt,4.46,3.2,4.62,4.83,49.0,8.89
asphyxia,2.19,6.14,2.4,3.52,21.0,14.07
asphyxiation,1.53,6.91,2.54,3.63,36.0,15.12
aspiration,6.26,5.0,5.94,1.81,29.0,11.47
aspire,6.43,3.68,6.85,1.53,55.0,11.83
aspirin,5.3,3.35,5.12,4.76,395.0,7.95
aspiring,6.89,4.41,6.85,1.87,32.0,11.0
ass,5.45,5.43,3.61,4.67,11545.0,7.84
assailant,3.24,5.7,3.0,3.96,75.0,12.44
assassin,2.11,5.82,3.36,4.43,302.0,11.28
assassinate,3.27,6.38,3.23,3.0,96.0,10.11
assassination,1.83,6.2,4.0,3.8,281.0,9.05
assault,2.05,6.8,3.49,3.41,896.0,10.21
assemble,5.14,3.52,6.28,3.67,163.0,8.72
assembly,5.47,3.95,4.82,3.79,245.0,6.94
assemblyman,5.0,3.12,5.21,3.74,37.0,12.89
assert,5.68,4.64,5.93,2.03,43.0,10.83
assertive,5.37,5.55,6.04,2.07,23.0,10.44
assess,5.84,3.45,5.21,2.26,83.0,11.37
assessment,5.22,2.75,5.44,2.11,158.0,11.95
asset,7.25,4.43,6.0,2.92,193.0,11.79
asshole,2.11,6.38,2.89,4.08,3142.0,9.52
assign,4.75,3.71,5.74,2.86,138.0,8.56
assignment,5.39,4.45,6.0,3.86,912.0,7.0
assimilate,4.63,4.15,5.15,2.17,26.0,12.95
assist,5.95,3.76,6.41,2.52,400.0,8.75
assistance,5.82,3.82,6.45,2.25,558.0,8.84
assistant,5.91,4.8,6.37,4.07,1643.0,8.61
associate,5.2,3.11,4.88,3.41,458.0,10.83
association,5.5,3.67,6.14,2.3,414.0,10.76
assorted,5.82,3.52,5.41,3.15,49.0,9.32
assortment,5.64,3.88,5.79,2.5,37.0,8.72
assume,4.41,4.2,6.21,1.75,1707.0,8.21
assumption,4.3,4.14,5.03,1.84,170.0,10.2
assurance,5.95,2.81,6.07,1.76,104.0,12.33
assure,6.33,3.1,6.52,2.43,1021.0,12.06
asterisk,5.38,2.78,5.72,4.0,23.0,11.94
asteroid,4.95,5.6,3.68,4.86,86.0,8.6
asthma,2.45,4.5,3.54,3.71,197.0,10.39
asthmatic,3.33,3.38,3.84,2.96,20.0,8.72
astonish,5.55,5.38,6.0,1.7,23.0,12.21
astonished,6.42,5.73,4.87,2.15,48.0,10.58
astonishing,6.53,5.77,5.23,1.68,87.0,9.11
astound,6.3,5.05,5.56,1.93,22.0,12.41
astral,5.32,5.13,5.26,2.26,49.0,13.2
astrology,4.79,4.18,4.67,2.48,47.0,9.53
astronaut,6.73,4.4,5.32,4.75,202.0,6.28
astronomer,5.59,5.42,5.33,4.27,36.0,9.85
astronomical,6.37,5.0,5.14,2.92,37.0,12.5
astronomy,6.0,4.33,5.21,3.03,67.0,9.0
astute,6.22,3.16,6.0,1.85,51.0,14.69
asylum,3.24,5.55,3.52,4.41,234.0,13.1
atheist,4.64,4.76,5.41,2.93,55.0,12.18
athlete,6.21,4.75,5.96,4.3,235.0,7.11
athletic,6.76,5.0,6.11,2.69,197.0,8.55
athletics,6.14,4.93,6.15,3.65,32.0,8.35
atlas,5.95,2.5,5.7,4.79,52.0,7.9
atmosphere,6.05,4.0,4.86,3.04,493.0,9.79
atmospheric,5.72,4.09,5.11,2.9,47.0,10.11
atoll,5.14,3.55,4.7,,,14.65
atom,5.74,4.29,5.39,3.34,140.0,9.68
atomic,4.26,5.85,3.96,2.93,249.0,10.16
atone,5.6,4.0,5.65,1.88,43.0,12.12
atrium,5.95,3.57,5.22,4.72,36.0,12.0
atrocious,3.14,4.12,4.35,1.69,35.0,11.95
atrocity,2.95,5.0,2.96,2.15,32.0,13.39
atrophy,3.16,3.86,4.0,2.86,21.0,15.5
attach,5.26,3.81,4.7,3.33,126.0,6.39
attachment,6.0,2.96,6.32,3.04,59.0,10.11
attack,2.0,7.05,3.39,3.71,3853.0,6.58
attacker,2.23,7.27,4.26,4.04,73.0,6.5
attain,5.85,3.11,7.08,2.18,47.0,10.84
attempt,6.0,4.94,5.67,2.22,975.0,7.7
attempted,5.35,3.64,6.52,2.0,392.0,8.7
attend,5.4,3.5,6.7,3.17,715.0,7.72
attendance,5.95,4.24,5.59,3.07,135.0,7.11
attendant,5.63,3.14,5.09,4.44,158.0,9.79
attention,6.68,4.05,6.47,2.3,5032.0,6.78
attentive,6.43,4.37,6.62,1.78,66.0,9.37
attest,5.1,3.68,6.26,1.89,22.0,14.0
attic,4.95,3.45,5.36,4.53,400.0,5.15
attire,6.16,3.95,5.78,4.47,76.0,11.22
attitude,4.72,4.76,5.88,1.97,1330.0,6.78
attorney,3.67,4.8,5.53,4.52,2060.0,10.95
attract,6.38,5.35,5.6,2.73,290.0,8.78
attraction,7.0,5.4,4.62,2.24,348.0,9.61
attractive,7.19,4.91,6.81,2.64,1256.0,8.58
attribute,5.67,4.12,6.0,2.33,45.0,12.67
auburn,5.89,3.62,5.61,3.72,29.0,10.68
auction,5.43,4.5,5.33,3.93,454.0,10.67
auctioneer,5.09,4.0,5.37,4.55,24.0,9.16
audacious,5.11,4.28,5.41,1.63,26.0,14.33
audacity,5.2,4.1,5.33,1.62,48.0,13.0
audible,6.05,4.45,6.26,3.23,36.0,11.05
audience,5.89,4.91,5.14,4.29,1294.0,7.0
audio,6.56,4.29,5.96,3.5,284.0,9.32
audit,2.82,5.78,3.68,3.15,57.0,13.5
audition,5.2,4.24,6.0,3.66,705.0,8.36
auditor,3.26,3.7,5.2,3.38,24.0,14.74
auditorium,6.05,4.45,5.05,4.7,80.0,6.94
auditory,5.05,4.5,6.11,3.07,27.0,12.79
aunt,6.56,2.71,4.28,4.17,2815.0,3.8
auntie,6.24,3.58,5.79,4.48,401.0,4.74
aura,6.45,4.7,5.65,2.67,93.0,11.67
auspicious,4.76,3.39,5.5,1.96,26.0,13.93
authentic,6.91,4.55,6.58,2.31,230.0,8.42
authenticate,5.1,4.36,5.78,2.28,31.0,12.42
authenticity,6.81,4.42,6.23,1.74,59.0,12.11
author,6.33,2.73,6.38,4.26,405.0,7.1
authority,4.76,5.35,5.19,2.34,1082.0,7.5
authorization,5.86,4.32,4.77,2.45,184.0,11.11
authorize,5.37,4.67,6.54,2.22,105.0,9.84
autism,3.2,4.1,3.12,2.69,36.0,14.21
autistic,3.62,4.24,2.43,2.89,58.0,14.35
auto,5.0,4.95,5.7,4.0,391.0,7.22
autobiographical,4.82,3.74,5.89,2.77,22.0,9.33
autobiography,5.79,2.85,6.5,3.74,41.0,9.83
autograph,6.21,3.55,6.1,4.23,416.0,6.89
autographed,6.14,4.65,6.42,3.83,60.0,6.94
automated,4.74,4.05,4.5,2.75,73.0,11.11
automatic,6.05,3.7,5.27,2.82,356.0,9.0
automobile,5.45,3.91,6.0,4.96,291.0,7.11
automotive,5.37,4.5,5.38,4.19,33.0,7.89
autonomy,5.05,4.09,6.19,2.04,27.0,13.82
autopilot,5.65,4.11,3.72,3.08,51.0,10.39
autopsy,2.62,4.36,3.22,4.29,489.0,11.71
autumn,7.12,3.21,5.17,3.27,193.0,6.0
auxiliary,5.26,3.61,5.81,2.64,109.0,14.0
avail,5.42,3.77,6.0,1.33,43.0,12.11
availability,5.68,4.38,5.5,2.32,30.0,9.0
available,6.86,4.04,6.59,2.11,1323.0,8.5
avalanche,4.0,6.55,3.24,4.32,173.0,9.6
avenge,4.05,6.35,5.92,2.07,154.0,10.68
avenging,4.89,6.1,6.55,2.07,23.0,11.32
avenue,5.74,3.3,5.18,4.0,861.0,7.0
average,4.89,3.29,5.59,2.4,849.0,8.9
aversion,4.0,5.14,4.81,1.85,68.0,11.94
avert,5.16,3.62,5.22,2.41,30.0,10.71
aviation,5.9,4.05,5.62,3.39,73.0,10.32
aviator,6.39,4.67,6.13,4.57,28.0,8.95
avid,5.74,4.32,5.71,1.72,25.0,11.11
avocado,6.32,4.05,5.22,4.89,62.0,9.29
avoid,4.1,3.92,4.81,2.41,1239.0,8.5
avoidance,3.35,4.95,4.88,1.86,26.0,11.68
await,5.33,2.91,4.71,1.54,181.0,9.0
awake,6.76,5.5,6.68,3.32,1362.0,4.67
awaken,6.05,4.29,6.09,3.45,125.0,7.17
awakening,6.41,4.67,6.54,3.07,63.0,10.89
award,7.86,5.85,6.9,4.14,657.0,7.5
aware,6.86,4.7,7.05,2.0,1818.0,6.75
awareness,6.45,3.73,7.22,1.84,115.0,9.3
awe,6.85,3.83,5.85,1.89,134.0,9.06
awed,6.05,4.21,6.0,1.78,6.0,10.41
awesome,7.86,6.05,7.11,1.83,1600.0,7.33
awful,2.28,4.86,3.06,1.92,3234.0,6.26
awkward,2.95,4.55,4.25,2.0,730.0,8.58
awkwardness,3.86,4.65,4.13,2.34,32.0,9.89
awning,5.79,2.9,5.29,4.61,24.0,11.06
axe,3.48,5.64,5.55,5.0,249.0,6.11
axis,4.19,3.92,5.59,3.57,81.0,12.1
axle,4.67,2.45,5.3,4.5,63.0,10.85
babble,4.55,4.0,4.74,3.31,44.0,7.17
babe,6.86,4.25,6.79,3.67,1814.0,6.61
baboon,5.55,5.11,4.96,4.92,87.0,9.11
baby,6.67,4.97,4.94,5.0,25978.0,3.84
babysit,4.74,3.67,5.74,3.45,104.0,5.89
babysitter,6.55,3.48,5.68,4.57,236.0,5.86
bacardi,5.68,4.36,5.79,,,
bachelor,5.58,4.14,5.13,4.32,504.0,12.0
bachelorette,5.52,4.09,4.89,3.9,82.0,13.26
back,4.76,2.59,5.22,4.33,102467.0,5.31
backboard,4.7,3.41,5.47,4.93,24.0,8.63
backbone,5.16,4.05,6.4,4.19,84.0,6.95
backdoor,4.86,3.85,5.43,4.5,30.0,6.11
backdrop,5.45,2.7,5.27,4.48,24.0,9.78
backer,4.73,3.53,5.62,2.8,54.0,13.1
backfire,3.0,4.79,3.5,2.86,44.0,10.47
backgammon,5.6,2.06,4.83,4.47,37.0,10.0
background,5.05,3.67,5.57,3.26,899.0,8.67
backhand,3.5,4.61,4.9,3.88,37.0,8.67
backpack,6.05,3.68,6.5,4.96,186.0,5.38
backroom,4.6,3.5,5.08,4.5,26.0,9.95
backseat,4.84,3.32,3.9,4.61,117.0,5.11
backside,4.58,3.68,5.22,4.07,85.0,5.61
backtrack,4.26,3.15,5.3,2.59,38.0,11.75
backup,5.85,3.45,5.85,3.2,862.0,11.11
backwater,4.33,3.84,5.0,3.04,31.0,12.78
backwoods,5.0,2.57,5.21,3.22,27.0,10.26
backyard,6.1,3.88,6.79,4.57,369.0,3.38
bacon,7.52,4.16,6.11,4.9,605.0,5.0
bacteria,3.3,4.24,3.44,4.14,155.0,9.28
bacterial,3.68,5.0,3.6,3.54,37.0,10.55
bad,3.24,4.86,3.56,1.68,27804.0,2.79
badass,6.14,6.68,6.0,2.5,75.0,12.14
badge,5.24,4.4,5.75,4.93,778.0,6.11
badger,4.63,4.35,4.58,4.37,89.0,8.74
badness,3.55,4.38,4.08,2.26,29.0,5.61
bag,5.05,3.43,5.62,4.9,4796.0,4.28
bagel,6.32,3.6,5.17,5.0,156.0,8.9
baggage,4.5,4.0,5.95,4.43,318.0,7.52
baggie,5.43,3.55,5.33,4.59,21.0,7.06
baggy,4.45,4.05,5.21,3.61,48.0,6.83
bagman,4.7,2.7,3.86,,,11.93
bail,3.79,3.91,4.0,3.86,885.0,10.16
bailiff,3.95,4.33,4.86,4.5,110.0,11.94
bait,4.0,3.5,5.95,4.45,496.0,7.11
bake,7.2,5.0,6.83,4.21,323.0,5.5
bakery,6.79,3.86,5.74,4.83,179.0,7.16
balance,6.84,4.13,5.47,2.89,764.0,9.89
balcony,6.11,4.0,5.09,4.68,373.0,8.1
bald,2.85,3.71,4.5,4.69,496.0,7.26
balding,3.05,3.38,3.65,3.93,28.0,8.39
baldy,3.95,2.7,5.22,,,8.5
bale,4.9,2.78,4.91,4.3,104.0,8.2
ball,6.14,3.48,5.47,5.0,5353.0,2.9
ballad,6.33,3.6,6.32,3.88,72.0,11.21
ballast,4.67,4.06,4.86,3.14,60.0,15.24
ballerina,6.79,3.73,5.59,4.61,118.0,5.26
ballet,6.86,3.72,5.62,4.04,523.0,7.21
ballgame,7.0,4.65,5.26,4.39,52.0,5.56
ballistic,5.0,4.09,4.3,2.61,59.0,15.58
ballistics,4.05,5.58,4.71,3.12,120.0,13.0
balloon,6.84,3.9,5.45,4.92,442.0,4.37
ballot,5.29,4.15,5.45,4.73,69.0,8.83
ballpark,5.44,3.85,5.16,4.43,89.0,5.24
ballplayer,5.26,4.09,6.24,4.68,32.0,7.42
ballpoint,5.1,2.46,5.26,4.41,20.0,8.38
ballroom,5.75,4.27,5.67,4.7,220.0,7.37
ballsy,4.9,5.29,5.88,2.04,20.0,10.59
balm,6.24,3.36,5.58,3.68,30.0,10.28
balmy,5.23,4.23,5.47,2.8,29.0,10.89
bam,5.05,3.96,4.9,,,5.5
bamboo,6.33,3.2,5.6,4.86,80.0,9.28
ban,3.38,5.2,5.86,2.37,160.0,10.11
banana,6.71,3.21,6.05,5.0,547.0,3.78
band,6.44,4.52,5.56,4.68,2724.0,6.16
bandage,3.63,3.64,4.4,4.85,146.0,5.94
bandanna,5.26,3.15,5.42,5.0,21.0,8.59
bandit,3.88,5.18,4.77,4.36,191.0,8.15
bandstand,5.81,3.54,5.25,4.19,41.0,9.0
bandwagon,3.95,3.95,5.25,3.29,24.0,11.05
bandwidth,5.32,3.43,4.91,3.19,25.0,14.94
bane,3.9,3.95,3.5,,,9.6
bang,5.1,6.09,4.89,3.77,1019.0,5.74
banger,4.05,3.33,5.45,3.24,35.0,11.07
banish,3.85,4.71,4.64,2.41,69.0,9.89
banister,5.42,2.55,5.83,4.75,67.0,10.0
banjo,6.35,3.53,5.09,4.9,83.0,8.44
bank,6.0,4.19,4.78,4.78,4334.0,6.44
banker,4.89,3.38,5.32,4.43,243.0,6.89
banking,5.47,4.24,4.74,3.55,152.0,9.0
bankroll,6.05,4.95,5.58,3.75,56.0,11.06
bankrupt,2.21,5.49,3.41,3.24,143.0,11.33
bankruptcy,2.52,5.39,3.31,2.68,121.0,11.11
banner,5.17,3.55,5.17,4.8,302.0,9.17
banquet,6.11,4.57,5.0,4.0,263.0,8.35
banshee,3.58,5.09,4.15,3.12,57.0,12.06
banter,5.48,3.5,5.27,2.85,70.0,11.25
banzai,5.65,4.73,5.71,,,12.85
baptism,6.62,3.96,5.23,3.41,61.0,6.58
baptize,5.59,3.32,6.57,3.83,37.0,6.67
bar,5.0,4.53,5.48,4.67,4385.0,6.9
barbarian,3.14,6.26,3.67,3.52,92.0,9.76
barbaric,3.43,5.6,4.31,2.5,72.0,11.84
barbecue,7.1,5.55,5.59,4.52,456.0,7.83
barbed,3.75,5.1,4.58,3.81,67.0,10.0
barber,4.89,3.18,5.91,4.59,279.0,6.68
barbershop,5.37,3.18,5.82,4.85,108.0,6.89
barbie doll,5.23,3.96,5.58,,,
bard,4.45,2.94,5.32,,,12.86
bare,5.5,4.65,5.58,3.21,425.0,5.78
barefoot,6.91,4.33,6.82,4.62,121.0,5.25
barf,2.32,5.0,3.71,4.61,100.0,7.78
bargain,7.63,5.48,6.11,2.59,612.0,8.72
bargaining,5.37,4.14,6.37,2.76,106.0,10.33
barge,5.44,3.15,4.52,4.66,198.0,9.28
baritone,6.05,4.0,4.74,3.67,21.0,11.21
barium,4.9,2.91,4.85,,,14.33
bark,4.86,3.4,4.82,4.52,280.0,5.17
barkeep,5.7,3.71,5.54,4.22,50.0,14.37
barley,4.95,3.62,5.79,4.59,46.0,9.8
barmaid,4.85,4.6,4.59,4.17,35.0,12.47
barman,5.28,4.95,4.74,4.46,28.0,13.33
barn,6.16,3.57,5.65,4.79,693.0,4.5
barnacle,5.27,3.52,3.68,4.92,32.0,11.6
barnyard,5.65,2.55,5.15,4.79,45.0,5.38
barometer,5.0,2.88,3.82,4.57,36.0,11.89
baron,3.9,3.88,4.95,4.14,687.0,11.59
baroness,4.75,4.36,5.53,3.92,134.0,12.28
barracuda,4.85,5.16,3.47,5.0,35.0,9.89
barrage,4.24,3.96,4.64,,,10.19
barrel,4.92,3.43,4.94,4.86,542.0,7.72
barren,3.79,3.59,3.7,3.2,75.0,11.12
barricade,4.32,4.23,4.77,4.57,75.0,11.18
barrier,4.47,4.7,4.88,4.41,173.0,9.11
barrister,4.95,3.18,4.96,,,15.0
barroom,4.9,4.65,4.71,,,13.0
bartender,5.63,4.95,6.15,4.82,498.0,8.9
barter,5.64,4.74,6.45,2.96,46.0,10.72
base,5.68,3.1,6.37,3.86,1804.0,6.42
baseball,5.79,3.15,6.05,4.86,1288.0,4.83
baseball bat,5.75,3.39,5.86,5.0,0.0,
baseline,5.4,2.52,5.16,2.86,38.0,11.61
baseman,5.19,3.95,5.05,4.11,30.0,8.75
basement,4.81,3.33,5.26,4.89,1074.0,6.74
bash,3.68,5.14,4.46,3.52,167.0,8.84
bashful,5.55,4.36,4.74,2.19,63.0,6.94
basic,5.5,2.95,6.05,2.26,794.0,9.14
basics,5.86,3.14,5.55,2.27,114.0,6.47
basil,6.43,3.82,5.36,4.76,69.0,10.13
basin,5.47,2.77,4.75,4.63,96.0,10.0
basis,5.42,2.68,5.18,1.83,609.0,11.05
bask,6.37,3.86,6.17,3.03,29.0,10.95
basket,5.66,2.48,5.3,5.0,672.0,5.67
basketball,5.67,4.35,5.05,4.97,1091.0,5.3
bass,5.23,4.87,5.89,4.31,385.0,8.63
bass guitar,6.27,4.88,6.43,4.83,0.0,
bastard,3.31,5.1,2.59,3.14,3348.0,10.45
bat,4.81,4.57,4.29,5.0,1052.0,4.85
batch,5.57,3.29,5.43,3.8,212.0,6.74
bath,7.0,3.25,6.64,4.85,1587.0,3.23
bathe,7.5,3.15,6.5,4.19,128.0,5.0
bathhouse,5.32,4.0,5.68,4.69,26.0,11.67
bathing,6.14,3.23,6.93,4.07,379.0,3.84
bathrobe,6.48,4.05,5.47,5.0,85.0,7.9
bathroom,5.26,2.86,5.25,4.52,3145.0,3.0
bathtub,6.26,3.63,5.91,4.92,311.0,3.22
baton,4.63,3.64,5.38,4.64,145.0,7.94
battalion,5.14,4.76,4.77,3.75,298.0,11.95
batter,5.24,3.85,6.0,4.41,203.0,7.05
battered,2.95,3.86,3.22,3.04,57.0,10.06
battering,2.75,4.67,4.36,2.82,28.0,10.37
battery,4.26,3.95,4.35,4.67,633.0,5.58
battle,3.52,6.25,5.63,4.0,2155.0,6.95
battlefield,3.89,6.48,4.05,4.54,165.0,8.25
battleground,4.09,5.76,4.09,4.04,24.0,8.42
battlements,3.7,4.52,5.14,,,12.47
battleship,4.43,3.41,5.3,4.81,87.0,7.58
batty,4.44,4.05,4.21,2.0,35.0,9.69
bauble,5.71,3.83,4.67,3.23,22.0,10.94
bawl,3.58,4.86,4.14,3.52,28.0,10.62
bay,7.23,3.26,4.86,4.81,1236.0,8.67
bayonet,4.68,4.45,5.17,4.77,80.0,11.0
bayou,6.2,3.81,5.44,4.54,68.0,11.53
bazaar,6.42,5.9,5.48,3.63,58.0,9.89
bazooka,5.37,6.1,4.04,4.66,46.0,10.53
be,6.18,3.43,5.5,1.85,293085.0,5.11
beach,7.21,5.1,5.7,4.79,2888.0,4.8
beacon,5.18,4.52,5.32,4.38,197.0,11.37
bead,6.05,3.4,3.91,4.9,57.0,5.63
beady,4.58,3.73,4.73,3.46,36.0,10.39
beak,4.9,2.81,4.28,4.96,107.0,5.42
beaker,5.5,3.79,6.0,4.72,22.0,11.25
beam,5.74,3.59,6.54,3.96,445.0,8.78
bean,6.0,2.95,5.6,5.0,349.0,3.42
beanbag,5.88,3.0,6.17,4.96,26.0,6.11
beanie,5.58,3.58,5.36,4.74,78.0,10.72
bear,5.33,4.5,3.59,4.88,2928.0,3.58
bearable,5.72,3.57,5.47,2.25,34.0,8.58
beard,5.09,3.18,5.42,4.96,643.0,4.84
bearded,5.67,5.53,6.06,4.62,65.0,7.2
bearer,4.95,4.7,5.67,3.58,92.0,8.67
bearings,5.43,3.29,5.32,3.0,85.0,10.15
