word,aoa,valence,arousal,dominance,concreteness
vangen,5.34,4.28,5.06,4.25,3.4
meester,5.34,4.41,4.52,5.45,3.93
maan,5.34,4.81,2.98,4.44,4.93
zoon,5.34,5.19,4.16,4.27,3.07
geld,5.34,5.34,4.17,5.14,4.6
vlinder,5.34,5.47,3.84,2.89,5.0
mier,5.34,3.7,4.58,3.19,4.87
kaak,5.35,3.98,3.5,4.17,4.53
heksen,5.35,,,,3.13
melktand,5.35,,,,4.33
tenen,5.35,,,,4.67
wiel,5.35,4.2,4.38,4.14,4.93
druif,5.35,4.83,3.23,3.3,5.0
citroen,5.36,4.3,3.41,4.19,4.87
slee,5.36,4.91,4.0,3.84,4.93
droom,5.36,5.61,3.77,4.56,2.67
sjaal,5.36,4.53,3.08,3.67,4.93
rammelaar,5.37,,,,4.67
emmer,5.37,4.05,3.2,3.58,4.87
tas,5.37,4.36,3.27,3.63,4.87
neef,5.37,4.78,3.95,4.08,3.13
bril,5.38,3.95,3.02,3.61,4.87
dak,5.38,4.33,3.14,4.28,4.8
vest,5.38,4.41,3.25,3.77,4.67
politieman,5.38,,,,4.6
borstel,5.38,4.09,3.41,3.7,4.93
toren,5.38,4.25,3.53,4.78,4.87
veter,5.38,4.05,3.36,3.48,4.47
dom,5.39,2.22,3.11,2.69,2.07
blootje,5.39,,,,4.4
boeken,5.39,,,,4.4
drankje,5.39,,,,4.47
handschoen,5.39,,,,4.67
kerstman,5.39,,,,4.2
minder,5.39,,,,2.13
ons,5.39,,,,1.93
paasklok,5.39,,,,3.93
plasser,5.39,,,,4.43
poppenhoek,5.39,,,,4.15
wandelen,5.39,,,,4.6
boer,5.39,3.88,4.51,4.02,4.4
bil,5.39,4.31,3.81,4.02,4.8
hoed,5.39,4.33,3.13,3.61,4.93
krokodil,5.4,,,,4.87
kleurdoos,5.4,,,,4.2
schommelen,5.4,,,,4.27
barbie,5.4,,,,
helpen,5.4,5.64,5.05,4.28,2.73
krabben,5.4,3.38,4.75,3.92,4.53
lijmen,5.4,4.11,4.44,4.31,3.73
mesje,5.4,,,,
verdrietig,5.4,2.17,3.56,3.19,2.87
winnen,5.4,5.94,5.83,5.23,2.8
haan,5.4,4.09,4.38,4.25,4.93
appelsap,5.41,,,,4.67
hout,5.41,4.36,3.02,4.13,4.6
kasteel,5.41,5.05,3.61,5.22,4.87
regenboog,5.41,5.77,3.22,3.89,4.73
sleutel,5.41,4.44,3.44,4.13,4.87
radio,5.42,4.78,4.38,4.3,4.87
vuilbak,5.42,,,,4.87
middag,5.42,,,,2.13
dutje,5.43,,,,3.73
slak,5.44,3.58,2.33,2.66,4.8
stem,5.44,4.77,4.06,4.33,3.8
praat,5.44,4.33,4.5,3.97,2.79
smurf,5.44,,,,3.8
wolf,5.44,3.83,5.08,5.22,4.87
ster,5.44,5.34,3.77,4.8,4.2
wacht,5.44,3.56,2.72,3.83,3.2
letter,5.44,4.25,3.13,3.72,3.64
voetbal,5.44,4.45,5.47,4.33,4.93
avondeten,5.44,,,,3.87
brooddoos,5.44,,,,4.8
eerst,5.44,,,,2.53
gedaan,5.44,,,,1.53
kietelen,5.44,,,,3.93
nachtzoen,5.44,,,,4.2
nooit,5.44,,,,1.2
ook,5.44,,,,1.33
salami,5.44,,,,4.93
slabbetje,5.44,,,,4.73
smurfen,5.44,,,,3.53
straks,5.44,,,,1.53
zo,5.44,,,,1.4
zwembroek,5.44,,,,4.67
vlek,5.45,3.13,3.34,3.69,4.67
boerderij,5.45,,,,4.2
billen,5.45,,,,4.8
gisteren,5.45,,,,1.67
jouw,5.45,,,,1.67
kleedje,5.45,,,,4.8
kriebels,5.45,,,,3.33
na,5.45,,,,1.53
bompa,5.45,,,,3.93
rits,5.45,4.05,3.56,3.81,4.73
bloeden,5.46,2.56,4.97,3.91,4.0
buikpijn,5.46,2.22,4.48,3.73,3.93
dik,5.46,2.61,3.09,3.97,4.2
honing,5.46,4.97,3.36,3.47,4.67
kikker,5.46,4.05,4.25,3.14,4.93
rond,5.46,4.27,3.41,3.8,4.07
tonen,5.46,4.44,4.31,4.09,3.27
trekken,5.46,3.75,5.17,4.5,4.4
wonen,5.46,4.78,3.77,4.09,2.87
worden,5.46,4.61,4.34,4.19,1.53
zeer,5.46,3.5,4.72,4.58,1.6
zeker,5.46,5.25,3.98,5.11,1.2
mis,5.46,3.13,3.05,3.36,3.33
yoghurt,5.46,4.59,3.23,3.36,4.93
aha,5.47,,,,1.38
vaas,5.47,4.31,2.88,3.22,4.93
wie,5.47,,,,1.07
brug,5.47,4.39,3.34,4.55,4.73
ochtend,5.48,4.44,3.33,3.73,2.73
hemd,5.48,4.16,3.09,3.58,4.87
baard,5.48,4.06,3.17,4.17,4.87
koer,5.5,4.15,3.33,3.56,4.21
stip,5.5,4.13,3.28,3.52,4.67
mandarijn,5.5,,,,4.8
aan,5.5,,,,1.93
boven,5.5,,,,3.47
deze,5.5,,,,1.6
dinsdag,5.5,,,,2.67
fopspeen,5.5,,,,4.73
juffrouw,5.5,,,,2.73
laat,5.5,,,,1.6
leegdrinken,5.5,,,,3.6
misschien,5.5,,,,1.67
nieuwjaar,5.5,,,,2.93
opdrinken,5.5,,,,3.8
opstaan,5.5,,,,3.4
taartje,5.5,,,,4.53
tranen,5.5,,,,4.8
veertien,5.5,,,,3.27
verstopt,5.5,,,,3.2
vriendin,5.5,,,,3.53
wel,5.5,,,,1.2
ze,5.5,,,,1.47
zwembad,5.5,,,,4.93
coca-cola,5.5,,,,
paddestoel,5.5,,,,
schommelpaard,5.5,,,,
legblokjes,5.5,,,,
kleed,5.51,4.55,3.27,3.63,4.8
dans,5.51,5.41,5.44,4.23,4.2
vissen,5.51,4.17,3.69,3.67,4.27
getal,5.51,,,,2.93
knor,5.52,,,,
lijn,5.52,3.98,3.14,3.83,4.67
beter,5.53,5.42,4.17,4.86,1.4
bouwen,5.53,4.78,5.38,4.67,3.53
denken,5.53,4.84,4.61,4.63,2.0
heet,5.53,4.39,4.83,5.05,3.8
houden,5.53,4.69,3.98,4.33,2.27
schoot,5.53,4.41,3.34,3.83,4.27
snel,5.53,4.89,5.66,4.84,2.53
snuiten,5.53,3.47,4.58,3.53,4.27
tak,5.53,4.05,3.0,3.5,4.53
tellen,5.53,4.14,4.5,3.89,3.8
vinden,5.53,4.8,4.64,4.17,2.2
vrij,5.53,5.98,3.95,5.05,1.73
weer,5.53,4.45,4.11,4.28,3.0
werken,5.53,4.28,5.52,4.5,3.67
weten,5.53,4.95,4.34,4.7,2.0
wandel,5.53,4.64,3.76,3.92,3.93
zetten,5.53,3.97,4.16,3.77,2.93
kleermakerszit,5.53,,,,4.33
poppenwagen,5.53,,,,4.4
kerk,5.53,3.7,2.66,4.23,4.73
aardappelen,5.53,,,,4.93
trommel,5.53,,,,4.8
zolder,5.54,4.08,2.92,3.69,4.13
touw,5.54,4.02,3.43,4.19,4.93
lolly,5.54,,,,4.93
noot,5.54,4.34,3.52,3.83,4.64
hok,5.54,3.64,3.11,3.69,4.4
oom,5.54,4.69,3.89,4.22,3.07
dikzak,5.55,,,,3.6
kistje,5.55,,,,4.73
waarom,5.55,,,,1.0
welk,5.55,,,,1.27
zwemband,5.55,,,,4.8
hard,5.55,3.64,4.5,5.39,3.4
koude,5.55,,,,3.73
allemaal,5.56,,,,1.93
benen,5.56,,,,4.8
bolletje,5.56,,,,4.53
buikje,5.56,,,,4.47
er,5.56,,,,1.27
groente,5.56,,,,3.73
jawel,5.56,,,,1.47
joepie,5.56,,,,1.4
laatste,5.56,,,,2.47
meedoen,5.56,,,,2.53
meneer,5.56,,,,2.47
mijzelf,5.56,,,,1.93
rietje,5.56,,,,5.0
hart,5.56,5.23,5.05,4.92,4.73
kroon,5.56,4.75,3.5,5.05,4.93
dochter,5.57,5.17,4.09,3.97,3.6
wolk,5.58,4.55,2.92,3.58,4.4
bosje,5.58,,,,4.33
zwaai,5.58,,,,4.2
vechten,5.58,2.61,6.23,5.38,4.13
worm,5.58,3.17,3.41,2.52,4.87
sokken,5.58,,,,5.0
buur,5.58,4.6,3.7,4.0,3.4
aaien,5.59,5.2,3.97,3.44,4.13
bol,5.59,4.03,3.53,3.83,4.47
draaien,5.59,4.13,4.84,3.75,4.07
echt,5.59,5.33,4.14,4.83,1.4
leven,5.59,5.86,5.28,5.08,2.07
links,5.59,4.14,3.64,3.78,3.27
noemen,5.59,4.06,4.31,4.27,2.47
rap,5.59,4.33,5.22,4.75,2.67
schrijven,5.59,4.67,4.44,4.05,4.53
stuk,5.59,3.22,3.45,3.72,3.67
wol,5.59,4.42,2.66,3.25,4.6
ziekenhuis,5.59,2.95,4.2,4.41,4.4
spoken,5.59,2.98,4.58,4.32,2.57
bakje,5.59,,,,
drank,5.59,4.2,4.2,4.41,4.4
stuur,5.6,4.17,4.02,4.02,4.67
week,5.6,4.0,3.69,3.39,2.6
donderdag,5.6,,,,2.13
lieveling,5.6,,,,2.27
linkerhand,5.6,,,,4.67
tafelpoot,5.6,,,,4.8
terugleggen,5.6,,,,3.27
twintig,5.6,,,,3.4
schepje,5.6,,,,3.86
kleurstift,5.6,,,,
kleuterleidster,5.6,,,,
prinsessen,5.6,,,,
verkleedkleren,5.6,,,,
vake,5.6,,,,
ham,5.6,4.36,3.08,3.73,4.73
pijl,5.6,3.61,4.63,4.77,4.87
ezel,5.61,3.89,3.72,3.34,5.0
buggy,5.61,,,,4.73
dessert,5.61,,,,4.0
geen,5.61,,,,1.27
genoeg,5.61,,,,1.27
kapoen,5.61,,,,2.73
kledij,5.61,,,,4.53
knutselen,5.61,,,,3.73
kruimels,5.61,,,,4.87
paraplu,5.61,,,,4.8
sneeuwbal,5.61,,,,4.8
speeltje,5.61,,,,3.8
stoelen,5.61,,,,4.2
zesde,5.61,,,,3.0
zijn,5.61,,,,1.33
driewieler,5.61,,,,4.8
beet,5.61,3.28,4.48,4.55,4.43
begin,5.61,,,,2.2
reus,5.62,3.94,4.48,5.63,4.27
goedendag,5.62,,,,3.07
pluim,5.62,5.03,3.35,3.29,4.93
spaghetti,5.63,,,,4.8
plaats,5.63,4.23,3.22,3.94,2.8
rok,5.63,4.69,3.75,3.72,4.53
poppenhuis,5.63,,,,4.6
patat,5.63,4.78,3.28,3.75,4.87
roep,5.63,3.7,5.02,4.5,3.47
vrachtwagen,5.64,3.8,4.5,4.88,4.87
pony,5.65,,,,4.87
schildpad,5.65,,,,4.67
gaatje,5.65,,,,4.13
goedenavond,5.65,,,,1.8
hondenpoep,5.65,,,,4.8
breken,5.65,2.84,5.05,4.05,4.07
kraan,5.65,4.11,3.55,4.05,4.87
lezen,5.65,4.81,3.69,4.13,3.93
mol,5.65,3.69,3.45,3.2,4.87
nul,5.65,2.95,2.53,2.45,3.13
rennen,5.65,4.09,5.98,4.48,4.47
schouder,5.65,4.19,3.5,4.03,4.8
stom,5.65,2.44,3.34,3.48,2.0
vakantie,5.65,6.34,4.19,4.5,2.53
geeuwen,5.65,3.46,2.94,3.33,4.13
penseel,5.65,4.56,3.49,3.44,4.73
kastanje,5.66,,,,4.47
pakje,5.66,,,,4.53
peter,5.66,4.48,3.93,3.86,2.33
slang,5.66,3.22,4.57,4.73,4.87
duif,5.66,4.38,3.9,3.05,4.93
schep,5.66,4.0,4.13,4.09,4.27
erwt,5.67,4.03,3.13,3.06,4.73
als,5.67,,,,1.13
bijna,5.67,,,,1.4
dus,5.67,,,,1.13
kriebel,5.67,,,,3.87
muizen,5.67,,,,4.4
niemand,5.67,,,,2.0
omlaag,5.67,,,,3.13
speelkwartier,5.67,,,,3.53
tanden,5.67,,,,4.8
toveren,5.67,,,,2.93
nicht,5.67,4.53,3.77,3.89,3.07
schip,5.67,4.5,4.23,4.5,4.6
spruitjes,5.68,,,,4.8
adem,5.68,4.78,3.92,4.28,4.13
sport,5.68,5.2,6.06,4.77,3.4
draai,5.68,4.05,4.45,3.83,4.0
toiletpapier,5.68,,,,4.8
badpak,5.69,,,,4.8
reis,5.69,5.86,4.84,4.31,3.47
putje,5.69,,,,
vliegtuig,5.69,4.61,5.3,4.69,4.8
dief,5.69,2.16,5.48,4.44,4.0
klok,5.7,4.13,3.54,4.02,4.47
mand,5.7,4.13,2.97,3.52,4.87
wieg,5.7,4.8,2.61,3.33,4.67
heks,5.7,2.63,4.83,4.67,3.87
slaag,5.7,,,,4.07
soeplepel,5.7,,,,4.93
aankleden,5.7,,,,3.53
dierentuin,5.7,,,,4.53
verkleden,5.7,,,,3.87
soldaatjes,5.7,,,,
turnpantoffels,5.7,,,,
aarde,5.7,4.83,3.58,4.56,3.67
goudvis,5.71,,,,4.87
brandweerauto,5.71,,,,4.47
ikzelf,5.71,,,,2.47
sla,5.71,4.44,3.16,3.06,4.8
leesboek,5.71,,,,4.53
bek,5.71,3.28,4.03,4.33,4.6
blond,5.71,4.78,3.88,3.89,4.4
dicht,5.71,3.7,3.03,4.11,3.13
elf,5.71,4.86,3.69,3.58,3.13
gevaarlijk,5.71,2.31,5.72,5.3,1.93
god,5.71,4.03,3.08,5.53,1.73
jammer,5.71,2.67,3.63,3.14,1.27
koken,5.71,4.86,4.77,4.08,4.13
leggen,5.71,4.16,4.2,3.83,3.27
mug,5.71,2.55,4.84,3.39,4.8
plat,5.71,3.48,2.98,3.41,4.07
sandaal,5.71,4.2,2.95,3.36,4.93
slim,5.71,5.86,4.48,5.2,2.0
sluiten,5.71,3.41,4.17,4.27,3.93
sprong,5.71,4.2,5.41,4.19,4.53
tasje,5.72,,,,4.67
papegaai,5.72,,,,4.87
keukentafel,5.72,,,,4.73
alle,5.72,,,,1.93
altijd,5.72,,,,1.2
beetje,5.72,,,,1.8
bijen,5.72,,,,4.6
druppel,5.72,,,,4.67
feestje,5.72,,,,4.13
kapstok,5.72,,,,4.8
mezelf,5.72,,,,1.67
schoenveter,5.72,,,,4.93
coca,5.72,,,,
tijd,5.72,4.38,3.88,4.41,1.33
krul,5.73,4.45,3.67,3.69,4.6
haas,5.73,4.35,5.0,3.53,4.67
gans,5.73,4.25,4.0,3.58,4.87
pen,5.73,4.31,3.31,3.73,5.0
schop,5.73,3.14,4.78,4.63,4.43
laken,5.73,4.25,2.95,3.56,4.67
lente,5.73,5.77,3.98,4.27,3.2
kers,5.74,4.78,3.2,3.48,4.87
brief,5.74,4.52,3.22,3.77,4.73
feest,5.75,6.17,5.98,4.92,3.93
armband,5.75,,,,4.87
buurman,5.75,,,,3.53
dit,5.75,,,,1.47
lerares,5.75,,,,3.67
lieverdje,5.75,,,,1.87
overtekenen,5.75,,,,3.67
voorhoofd,5.75,,,,4.67
lat,5.75,3.94,3.19,3.78,4.93
prik,5.76,3.02,4.64,4.34,4.27
zout,5.76,4.19,3.27,4.03,4.8
hoest,5.77,2.77,4.6,3.48,4.27
zalf,5.77,4.3,3.14,3.69,4.2
gang,5.77,3.89,3.27,3.92,3.87
brandweerman,5.77,,,,4.27
handdoek,5.78,,,,5.0
balpen,5.78,4.25,3.38,3.69,4.73
brengen,5.78,4.33,4.61,3.67,3.13
dragen,5.78,4.2,4.73,4.06,3.67
hoesten,5.78,2.86,4.83,3.64,4.07
laten,5.78,3.83,3.42,3.34,2.27
meter,5.78,4.25,3.34,3.83,3.33
rollen,5.78,4.38,4.94,3.7,3.8
rusten,5.78,5.34,1.89,3.52,3.27
rustig,5.78,5.3,2.0,3.84,2.47
zullen,5.78,4.11,4.34,3.91,
kiezen,5.78,4.25,4.67,4.42,2.87
verrassing,5.78,5.98,5.52,4.8,2.8
tel,5.78,4.08,3.48,3.71,2.79
pink,5.78,4.25,3.44,3.22,4.93
achter,5.78,,,,2.33
beneden,5.78,,,,3.07
buren,5.78,,,,3.47
fietser,5.78,,,,4.47
huizen,5.78,,,,4.47
huppelen,5.78,,,,3.87
jassen,5.78,,,,4.33
meespelen,5.78,,,,3.0
om,5.78,,,,1.53
pardon,5.78,,,,1.4
toen,5.78,,,,1.13
toverstokje,5.78,,,,4.27
voorlezen,5.78,,,,4.0
vooruit,5.78,,,,2.8
park,5.78,5.06,2.97,3.83,4.6
knikkers,5.78,,,,4.8
stad,5.79,4.56,5.28,4.7,3.73
naast,5.79,,,,1.93
zieke,5.79,,,,3.0
klei,5.79,4.2,3.16,3.63,4.8
broekzak,5.8,,,,4.6
kaarsen,5.8,,,,4.6
piet,5.8,,,,4.13
pispot,5.8,,,,4.47
rijtje,5.8,,,,4.07
toverkunst,5.8,,,,2.6
briefje,5.8,,,,
zin,5.8,5.02,4.44,4.42,2.47
keer,5.8,4.05,3.55,3.98,1.6
strik,5.8,4.33,3.3,3.89,4.87
cake,5.81,5.31,3.25,3.58,4.73
dodo,5.81,,,,3.6
rust,5.81,5.3,1.89,3.89,2.47
boef,5.81,2.47,5.19,4.58,3.29
kapper,5.81,4.44,4.5,3.72,3.87
niets,5.81,,,,1.47
knip,5.82,3.77,4.11,4.0,4.33
klop,5.82,3.3,4.63,4.33,4.07
niks,5.82,,,,1.2
soepbord,5.82,,,,4.73
einde,5.82,2.94,3.31,4.47,2.53
navel,5.83,4.25,3.23,3.52,4.8
weide,5.83,4.75,2.72,3.7,4.67
bedanken,5.83,,,,3.0
danseres,5.83,,,,4.4
knorren,5.83,,,,3.93
opendoen,5.83,,,,3.87
papiertje,5.83,,,,4.73
peuteren,5.83,,,,3.53
rugzak,5.83,,,,4.67
schilderen,5.83,,,,3.6
schoolfeest,5.83,,,,4.0
speelruimte,5.83,,,,3.27
spuitje,5.83,,,,4.33
toverstaf,5.83,,,,4.4
vanmiddag,5.83,,,,2.2
zestien,5.83,,,,3.13
zoenen,5.83,,,,4.53
zonder,5.83,,,,1.73
lichtblauw,5.83,,,,4.4
bank,5.84,4.28,2.97,4.41,4.47
bliksem,5.84,3.34,6.05,5.69,4.47
delen,5.84,5.16,4.45,4.09,2.8
gewoon,5.84,4.14,3.44,3.61,1.13
kalm,5.84,5.22,2.05,4.16,2.4
kennen,5.84,4.69,4.25,4.38,1.93
klappen,5.84,3.69,5.13,4.66,3.93
modder,5.84,3.14,3.03,3.61,4.6
pil,5.84,3.66,3.47,4.05,4.67
schoon,5.84,5.5,3.59,4.31,2.53
schreeuw,5.84,2.83,5.7,5.0,4.13
schreeuwen,5.84,2.67,6.06,4.94,3.87
smijten,5.84,3.05,5.67,4.78,3.73
steken,5.84,2.78,5.11,4.83,3.67
tegen,5.84,3.09,4.13,4.47,1.73
vel,5.84,3.97,3.36,3.7,4.73
volgen,5.84,3.91,4.28,3.13,3.4
vouwen,5.84,4.05,4.16,3.69,4.13
zwaar,5.84,3.03,4.02,4.89,3.27
over,5.84,3.89,3.36,4.03,1.33
pis,5.84,2.38,3.67,4.25,4.47
camion,5.84,,,,4.6
vos,5.84,4.27,4.77,4.59,4.87
kist,5.85,3.28,2.78,4.2,4.87
derde,5.85,,,,3.0
ketting,5.85,,,,4.87
anders,5.85,,,,1.47
bergen,5.85,,,,4.27
dinosaurus,5.85,,,,4.67
kinderboek,5.85,,,,4.53
middelste,5.85,,,,2.93
poten,5.85,,,,4.73
vijfjarig,5.85,,,,2.47
veld,5.86,4.19,3.16,3.83,4.53
stank,5.86,2.17,4.11,4.78,3.73
berg,5.86,4.45,3.42,5.11,4.73
pantoffels,5.87,,,,4.8
nagel,5.88,3.83,3.36,3.73,4.8
zelf,5.88,4.78,3.91,4.72,1.4
bonen,5.88,,,,4.87
brand,5.88,2.48,5.78,5.64,4.53
taal,5.88,4.63,4.14,4.52,1.73
land,5.88,4.5,3.36,4.34,3.33
likstok,5.88,,,,4.73
paal,5.88,3.94,3.05,4.27,4.73
brievenbus,5.88,,,,4.73
plus,5.88,4.86,4.09,4.5,2.6
ijskast,5.89,4.42,3.17,4.22,4.87
klimmen,5.89,4.45,5.55,4.52,3.93
krant,5.89,4.53,3.47,3.8,4.93
antwoorden,5.89,,,,3.13
buurmeisje,5.89,,,,3.73
druppels,5.89,,,,4.53
gehuil,5.89,,,,4.0
gewonnen,5.89,,,,2.6
glazen,5.89,,,,4.2
goedenacht,5.89,,,,1.93
hem,5.89,,,,1.87
inkleuren,5.89,,,,3.71
januari,5.89,,,,2.13
meekijken,5.89,,,,3.4
melkfles,5.89,,,,4.53
muggen,5.89,,,,4.8
nachtmerrie,5.89,,,,2.73
stouterd,5.89,,,,2.53
wei,5.89,,,,4.8
zeventien,5.89,,,,3.2
zwarte,5.89,,,,3.8
gooi,5.9,4.02,4.7,4.18,3.4
tractor,5.9,,,,4.93
cowboy,5.9,,,,4.53
helemaal,5.9,,,,1.87
woensdag,5.9,,,,2.67
zesjarig,5.9,,,,2.33
draaimolen,5.9,,,,4.87
geboorte,5.9,5.83,5.31,4.66,4.27
graven,5.9,3.53,5.09,4.2,4.13
heel,5.9,4.88,3.75,4.69,1.4
karton,5.9,3.95,2.84,3.34,4.53
keelpijn,5.9,2.27,4.02,3.7,4.13
kruimel,5.9,3.77,3.14,2.86,4.73
lammetje,5.9,5.41,3.69,2.42,4.53
likken,5.9,4.48,4.91,3.77,4.33
niezen,5.9,3.48,4.75,3.75,4.13
plezier,5.9,6.22,5.39,4.97,2.13
rapen,5.9,3.95,4.3,3.59,4.2
schrik,5.9,2.59,5.48,3.89,2.27
sturen,5.9,4.3,4.59,4.42,3.13
vriendschap,5.9,6.42,4.7,5.19,2.27
winnaar,5.9,5.97,5.81,5.84,3.0
zoet,5.9,5.58,3.66,3.81,4.27
leren,5.9,4.59,4.89,4.45,2.73
pluimen,5.9,4.28,3.73,3.52,4.6
kuisen,5.9,3.69,4.75,3.65,4.13
borst,5.91,4.61,3.98,4.27,4.87
giraf,5.91,4.75,3.88,4.2,4.87
klets,5.91,,,,4.0
hiep,5.92,,,,
uur,5.92,4.14,3.45,4.03,3.67
klim,5.92,4.2,5.1,4.33,4.0
saus,5.92,4.64,3.34,3.67,4.4
voordeur,5.93,,,,4.53
elleboog,5.93,,,,4.87
grootouder,5.93,,,,3.27
muggenbeet,5.94,,,,4.53
werk,5.94,4.25,5.38,4.52,3.2
appelboom,5.94,,,,4.73
nest,5.94,4.78,3.14,3.66,4.33
agent,5.94,,,,4.27
boeren,5.94,,,,4.07
dertien,5.94,,,,3.13
fietsbel,5.94,,,,4.87
gemakkelijk,5.94,,,,1.67
glimlachen,5.94,,,,4.07
jezelf,5.94,,,,2.4
kapotmaken,5.94,,,,3.4
kerstvakantie,5.94,,,,2.73
knikker,5.94,,,,4.93
koprol,5.94,,,,4.6
liever,5.94,,,,1.33
me,5.94,,,,2.07
nagels,5.94,,,,4.8
pel,5.94,,,,4.29
plakboek,5.94,,,,4.47
smakelijk,5.94,,,,2.33
tekenpapier,5.94,,,,4.2
tof,5.94,,,,1.73
tomatensaus,5.94,,,,4.6
vierde,5.94,,,,2.93
vijftien,5.94,,,,2.73
voetpad,5.94,,,,4.4
wanneer,5.94,,,,1.4
rokje,5.94,,,,
achteruit,5.95,,,,3.33
door,5.95,,,,1.4
erachter,5.95,,,,2.2
gekriebel,5.95,,,,3.53
knikkeren,5.95,,,,4.07
nergens,5.95,,,,1.27
stukmaken,5.95,,,,3.33
trommelen,5.95,,,,4.53
dank,5.95,5.56,3.78,4.3,1.93
doek,5.95,4.16,3.25,3.44,4.6
film,5.95,5.41,4.13,4.14,4.4
slab,5.95,,,,4.75
grootmoeder,5.96,,,,3.27
egel,5.96,4.48,3.33,3.27,4.87
staf,5.96,4.05,3.53,4.47,3.87
laars,5.96,4.2,3.48,3.69,4.93
alleen,5.96,2.78,2.55,2.7,2.73
bladzijde,5.96,4.22,3.05,3.56,4.33
botsen,5.96,2.69,5.44,4.7,3.8
confetti,5.96,5.22,4.84,3.72,4.67
glad,5.96,4.03,3.83,3.61,4.07
half,5.96,3.7,3.39,3.33,2.93
moeilijk,5.96,2.8,4.25,4.5,1.47
pad,5.96,4.14,3.11,3.63,4.53
piraat,5.96,3.36,5.31,5.23,4.2
proeven,5.96,4.95,4.27,4.06,3.27
schaduw,5.96,3.89,2.97,3.44,4.33
straffen,5.96,2.3,5.38,4.95,2.87
streep,5.96,3.94,3.25,3.81,4.33
vijver,5.96,4.55,3.06,3.67,4.73
voedsel,5.96,5.14,3.67,4.45,3.6
vrolijk,5.96,6.17,5.44,5.02,2.67
waar,5.96,5.2,3.7,4.69,1.2
was,5.96,3.61,3.5,3.5,4.07
web,5.96,3.78,3.52,4.05,4.87
snurken,5.96,2.59,3.87,4.05,4.53
spuwen,5.96,2.66,5.02,4.49,4.2
ziekte,5.96,1.78,3.92,3.89,3.33
hoepel,5.97,4.5,4.1,3.66,4.8
pief,5.97,,,,
madam,5.97,4.11,3.88,4.16,3.87
voetballer,5.98,,,,4.13
kleerkast,5.98,,,,4.8
gom,5.98,,,,4.8
rat,5.98,2.8,4.66,3.55,5.0
tent,5.98,4.55,3.39,3.77,4.87
draad,5.98,4.03,3.33,3.58,4.6
hut,5.98,4.31,2.92,3.56,4.73
maak,5.98,,,,
bijt,5.98,,,,
lichtgroen,5.98,,,,4.13
engel,5.98,5.7,3.33,4.53,3.07
doden,5.98,1.42,5.97,5.25,3.87
punt,5.99,4.05,3.09,4.11,3.6
dolfijn,5.99,5.34,4.78,3.83,5.0
spaarpot,5.99,,,,4.4
afpakken,6.0,,,,3.53
bloedneus,6.0,,,,4.6
cijfers,6.0,,,,3.73
eetlepel,6.0,,,,4.53
fluisteren,6.0,,,,3.67
ge,6.0,,,,1.67
geboren,6.0,,,,2.2
gepraat,6.0,,,,3.13
hiernaast,6.0,,,,2.13
kerstfeest,6.0,,,,3.67
lachend,6.0,,,,4.0
middageten,6.0,,,,3.8
mopje,6.0,,,,2.93
neer,6.0,,,,2.43
negende,6.0,,,,2.93
omdat,6.0,,,,1.13
onweren,6.0,,,,4.27
politieauto,6.0,,,,4.87
september,6.0,,,,2.47
slaapkleed,6.0,,,,4.6
sneeuwpop,6.0,,,,4.6
stofzuiger,6.0,,,,4.93
toch,6.0,,,,1.33
toverheks,6.0,,,,3.27
toverstok,6.0,,,,3.87
uien,6.0,,,,4.87
verliezer,6.0,,,,2.53
zelfde,6.0,,,,1.93
arme,6.0,,,,2.27
lekkers,6.0,,,,3.2
pagaai,6.0,,,,4.75
tinnef,6.0,,,,2.0
vlieger,6.0,,,,4.6
ketchup,6.0,,,,
lieveheerbeestje,6.0,,,,
wagen,6.0,4.38,4.48,4.38,4.8
roos,6.01,5.23,3.2,3.81,5.0
stal,6.02,3.84,3.53,3.59,4.53
pleister,6.02,3.86,3.3,3.28,4.87
zwaard,6.02,3.53,5.02,5.5,4.93
snee,6.02,2.89,4.14,3.8,4.53
bekje,6.02,,,,
laarzen,6.03,,,,4.93
beleefd,6.03,5.72,3.59,4.36,1.4
beleefd,6.03,5.72,3.59,4.36,1.8
beleefd,6.03,5.72,3.59,4.36,1.93
beleefd,6.03,5.72,3.59,4.36,2.07
beleefd,6.03,5.72,3.59,4.36,2.07
beleefd,6.03,5.72,3.59,4.36,2.2
bellen,6.03,4.56,4.63,4.0,4.27
cijfer,6.03,4.33,3.53,4.2,3.27
douche,6.03,5.2,3.64,3.91,4.87
dun,6.03,4.02,3.44,3.2,3.6
hangen,6.03,3.61,3.56,3.55,3.73
koorts,6.03,2.3,4.25,4.25,3.87
matras,6.03,4.64,2.52,3.55,4.93
ongeluk,6.03,1.94,5.06,4.0,2.27
rommel,6.03,2.81,3.97,3.61,3.33
schelp,6.03,4.55,2.78,3.53,5.0
schrikken,6.03,2.92,5.59,3.59,3.4
smeren,6.03,3.95,4.45,3.7,3.93
stampen,6.03,3.02,5.41,4.95,4.07
trappen,6.03,3.45,5.3,4.53,4.33
verliefd,6.03,6.38,5.98,5.14,2.47
verloren,6.03,2.59,3.56,2.92,2.2
vers,6.03,5.55,4.09,4.53,2.8
wrijven,6.03,4.09,4.75,3.95,3.87
